simulated_total_reserve
423954.2113858353
426186.4282214946
410142.1440484931
431354.3426588157
447701.8174360633
470957.35555161175
420375.6624487848
452069.57103998476
415667.80072527257
447413.9001307365
441670.0353083218
417545.1490874829
418726.24743176886
458802.8571790155
413543.093923313
438015.9790368653
423212.42334116274
421639.047777939
450615.706516629
444876.890985528
448348.99089798064
427027.51394543523
439027.6554692177
462953.8718703354
455957.21075773344
426999.1552056842
431406.68628461077
451717.05128131685
436541.9858321411
418593.91638863983
401417.6632887749
416880.24429834355
428504.8772566707
427093.8972624592
440273.5178239081
435897.00230952975
412975.898040298
434869.42443725746
426591.3775366878
433070.29917947063
454243.7079449174
456704.7184924043
405555.304006372
412374.0406036168
443881.73745995783
423208.1037529764
442043.97748804616
427420.12755144766
431515.139048595
418124.8294822692
425585.046843766
445645.57653332374
440247.68549323664
449669.3806381453
425471.60928059486
410333.5885709222
415803.582413511
400027.4067486641
414895.98869843985
449027.81816201354
438754.54067278444
452080.97790004936
399427.9992097125
436617.1997057677
418163.8890263322
454719.7532784558
451630.47556763433
435606.93975851964
436105.7924494615
422993.60545417573
407190.88918863167
436832.31020777125
420880.6575482419
413332.18739693833
413013.18378972216
455008.08506989636
462997.8671325166
416343.1252967489
439433.39714754885
450038.497461319
429255.237532669
439791.8951758748
402101.58370863966
443180.66458169476
428768.9791555101
429520.1080609883
442853.8313356708
407415.7467878435
428741.4852106342
419123.74501242954
433124.010700732
441459.807330293
427908.3631323378
449403.5086950873
417372.7665126898
446973.4186981881
432397.9107466802
453334.8273581185
427639.2750443107
448640.33642887697
444462.6863873005
422413.8806051593
439620.2612234507
432788.62870734633
422574.9282799845
415119.9852577072
425160.15753763355
452772.58856095304
428603.7763920156
415351.1610966885
432999.64368315274
416784.7743730596
438017.1569546552
426134.5076767454
461280.186946237
429862.48465645756
431907.8224642034
415853.5106574196
431615.59583616507
420868.0886799392
442713.42405919207
425564.94064883224
411278.93702538736
399283.3207441137
438566.31756902835
431599.617071757
397674.8216294803
409403.93672706035
423393.208035661
438574.86621686356
400356.8776257979
424627.93425433466
432334.8269588157
439758.18437022524
422930.88526200934
415990.85192384
404923.99407722725
428122.54729515465
444875.42592097644
425217.7276147433
462720.8766043937
449005.9330067835
454488.9785028824
412270.1087969843
